Ship Date,Profit
9/16/2014,108.57
2/21/2011,15.831
3/13/2014,85.5
5/30/2013,22.2384
9/23/2011,6.756
2/9/2014,-136.02
11/28/2013,-56.88
3/15/2012,143.36
2/12/2011,48.06
9/12/2012,48.72
6/19/2012,33.495
1/20/2014,57.12
5/3/2011,30.6
1/26/2013,243.42
12/7/2013,84.0512
8/23/2011,8.7
5/25/2014,48.72
12/21/2014,70.312
8/24/2014,86.94
4/1/2014,150.84
8/3/2011,79.14
6/14/2013,73.44
7/20/2011,-831.816
4/27/2013,35.82
1/24/2011,33.96
12/8/2011,47.85
3/15/2014,53.16
12/15/2014,44.82
12/13/2013,44.733
6/17/2013,83.646
6/16/2014,215.73
7/25/2013,-15.009
5/1/2014,79.23
3/9/2013,129.5865
12/9/2013,11.67
8/22/2011,20.73
9/17/2012,-33.68
3/16/2012,3.84
4/7/2013,-36.0702
11/4/2014,178.2
12/28/2014,63.144
5/9/2013,7.4694
3/23/2013,14.6902
10/21/2012,58.77
8/21/2014,-23.936
5/23/2013,8.28
12/9/2014,137.34
8/4/2012,28.29
8/27/2014,70.8
6/11/2014,28.2
10/26/2014,-23.5422
4/9/2014,-147.3
8/4/2014,98.67
3/17/2012,-58.26
10/9/2014,-47.832
8/19/2012,13.77
10/13/2014,36.48
3/12/2012,29.799
5/4/2013,4.89
12/24/2014,43.5
12/16/2012,88.8
4/25/2014,-18.624
12/31/2013,223.2
12/6/2011,81.783
10/29/2012,459.9624
7/19/2012,59.3595
7/5/2011,-44.1552
8/14/2013,18.4772
5/14/2013,-554.508
3/8/2014,-32.412
9/6/2011,68.7
11/15/2011,10.86
6/24/2012,67.44
11/28/2012,50.724
1/26/2014,21.098
11/26/2014,56.55
6/5/2012,54.215
6/1/2013,17.76
5/1/2013,13.264
11/10/2014,20.52
8/16/2013,32.67
5/29/2012,-121.11
5/11/2013,26.58
6/30/2014,32.76
12/15/2012,102.0573
3/6/2012,165.3813
1/31/2014,261.6
6/27/2011,110.91
2/11/2014,-3.348
8/7/2014,43.32
10/26/2014,-56.7556
8/5/2012,3.8655
2/16/2014,3.87
11/13/2013,100.008
2/22/2014,30.66
3/26/2012,4.14
3/18/2013,62.3904
9/25/2013,46.02
1/30/2011,59.76
5/26/2012,3.84
10/8/2014,31.5
5/28/2011,87.096
9/3/2013,57.81776
6/13/2011,117.36
12/15/2013,34.05
12/11/2012,-58.6872
2/4/2013,-33.38
11/11/2013,133.02
9/5/2012,-74.793
12/29/2014,118.32
2/19/2013,61.44
10/18/2011,-637.608
2/4/2013,4.59
7/6/2012,112.32
12/5/2011,24
5/19/2012,15.3
9/3/2013,63.76
7/6/2014,17.056
8/19/2013,-190.134
8/30/2014,0
3/26/2011,14.16
1/8/2012,84.66
8/17/2014,149.4
11/18/2014,11.79
6/16/2014,150.6214
7/15/2011,-6.18
8/8/2011,104.7222
7/14/2014,16.96
11/17/2014,18.392
8/7/2011,27.261
12/31/2014,-5.853
7/5/2013,76.56
6/8/2014,-91.4688
10/22/2011,71.9928
4/1/2011,72.31944
6/15/2013,22.92
12/16/2014,181.2888
2/10/2013,2.1
9/10/2013,62.4
5/12/2014,89.32
4/14/2013,6.824
5/21/2012,142.92
12/26/2013,72.33
9/20/2014,0
8/8/2014,138.3
11/17/2014,10.203
12/9/2012,29.8802
9/29/2011,97.38
1/20/2013,24.96
5/26/2012,156.69
10/2/2013,99.855
12/13/2014,8.286
12/28/2011,15.84
1/2/2014,32.7258
11/14/2014,52.3392
8/10/2012,35.46
3/14/2014,51.24
1/27/2013,-12.0132
12/20/2011,68.22
10/8/2014,-18.26
12/21/2014,16.2375
12/20/2014,-18.4875
7/20/2013,10.1628
10/11/2011,0
6/26/2013,19.86
6/15/2011,90.18
6/27/2011,40.62
5/4/2012,4.95
12/2/2011,-0.108
8/14/2014,13.4386
7/27/2011,57.5928
3/10/2013,175.52
12/17/2013,174.9
12/6/2014,1.44
3/21/2014,-5.76
2/13/2014,24.33
8/18/2014,72.72
11/8/2014,11.52
7/5/2011,108.7996
12/11/2013,9.06
5/15/2012,504.96
4/18/2014,76.1616
2/10/2014,17.004
6/24/2013,133.1478
8/6/2013,81.8166
3/22/2012,23.7742
1/6/2014,193.98
10/26/2014,107.94
3/19/2013,87.76
3/6/2011,34.92
7/25/2014,54.09
10/26/2013,100.1
12/4/2013,59.01
7/31/2011,37.98
10/21/2012,154.08
12/11/2014,19.755
1/2/2012,19.1976
12/24/2012,-215.52
7/11/2013,11.5806
9/11/2014,-108.87
7/31/2012,13.3176
12/18/2013,27.21
12/28/2014,-25.62
6/22/2011,138.72
11/29/2011,-8.4924
2/11/2014,12.2526
3/27/2013,-241.176
11/29/2014,-260.61
12/4/2013,153.93
10/19/2011,51.6
9/13/2013,67.92
2/22/2012,274.04
1/9/2014,-26.904
2/29/2012,46.902
5/10/2014,72.948
11/11/2013,58.29
11/19/2013,93.24
9/17/2014,-65.853
5/5/2011,7.626
4/17/2014,-82.224
8/11/2014,20.4
6/26/2013,1252.98
8/27/2013,160.02
6/5/2013,4.5
5/15/2012,18.6
4/18/2012,230.1
1/5/2014,177.075
2/9/2014,35.694
4/18/2011,79.6
8/10/2014,-1.878
7/23/2011,52.65
10/23/2014,10.8
2/10/2011,42.0186
2/10/2014,79.1934
6/16/2013,55.5
12/30/2012,6.45
11/13/2013,54.7136
12/28/2012,34.08
8/3/2011,21.6
8/26/2014,30.24
6/17/2013,185.4
1/5/2013,30.848
8/5/2014,40.68
7/20/2011,58.41
10/8/2012,36.15
6/11/2012,8.7735
6/10/2014,-61.932
1/17/2013,-11.564
12/9/2012,121.86
7/20/2012,43.7842
5/13/2013,9.72
12/26/2014,-95.424
8/6/2013,23.4192
3/5/2011,0
9/22/2014,3.68
12/12/2013,39.8736
11/28/2014,-725.36
3/31/2014,193.95
4/3/2013,4.89
5/12/2014,14.16
11/8/2012,-241.335
5/13/2012,88.05
11/29/2014,68.13
4/6/2011,214.29
12/17/2012,55.24
12/23/2012,143.16
12/26/2011,20.7
8/15/2012,13.92
11/16/2014,36.72
5/18/2012,76.56
8/29/2011,97.23
8/7/2011,18.0234
11/14/2011,55.9984
10/28/2013,12.1068
7/10/2014,54.06
12/31/2014,35.92
4/19/2014,26.1
6/18/2012,-88.62
12/19/2011,60.12
9/28/2011,16.11
9/3/2011,22.4778
11/28/2014,300.75
6/12/2013,67.56
6/29/2014,153.93
3/26/2011,2.079
11/17/2012,35.712
11/15/2013,21.42
10/28/2013,60
11/20/2012,77.748
6/1/2014,13.392
11/20/2014,26.1
6/30/2013,143.97
10/27/2014,-81.996
7/24/2012,25.32
9/14/2012,64.2
11/16/2011,36.27
7/6/2013,13.04
7/25/2012,-127.312
11/9/2013,38.64
8/12/2014,-224.895
9/22/2014,110.421
7/8/2014,114.3
12/9/2014,-0.0945
7/29/2013,48.4575
6/26/2012,-45.78
1/5/2013,68.904
10/12/2014,-19.665
4/13/2014,114.9385
8/7/2012,2.64
6/23/2012,92.88
12/25/2013,-0.84832
1/22/2014,37.6392
9/22/2014,82.593
6/18/2014,12.3
9/12/2014,5.76
11/13/2012,50.74
8/10/2011,6.64
6/22/2012,-96.624
12/30/2014,153.06
7/1/2012,-82.608
2/26/2013,37.62
9/6/2013,-46.797
10/8/2014,124.02
12/30/2014,37.38
10/1/2014,96.15
11/16/2013,8.8632
9/7/2013,42.495
8/17/2014,-270.18
7/18/2013,114.48
7/2/2011,28.68
10/24/2014,-62.356
11/5/2013,49.5
11/21/2012,-196.188
1/6/2014,22.6782
7/1/2014,64.7892
9/16/2013,65.435
7/10/2013,71
11/24/2014,157.14
12/27/2012,-5.472
10/25/2012,-522.09
3/17/2014,-75.0624
12/22/2014,80.784
10/27/2012,94.128
10/11/2014,73.35
1/1/2014,59.64
11/17/2013,74.8142
9/13/2013,37.0782
5/6/2014,185.58
3/29/2013,72.24
12/27/2014,-154.476
12/12/2013,15.84
6/14/2011,51.84
5/4/2014,-21.4608
10/3/2011,16.8544
2/20/2013,39.9234
10/6/2013,-35.848
8/17/2013,70.95
9/23/2014,119.4742
5/23/2011,17.466
12/19/2012,86.7
7/1/2013,-251.86
6/9/2014,73.26
6/25/2011,-36.72
2/19/2014,75.708
10/12/2013,143.28
4/9/2012,61.248
7/15/2014,31.587
8/30/2014,8.82
2/14/2014,23.8
12/12/2011,13.74
10/28/2013,6.93
12/27/2014,42.648
10/12/2014,55.74
11/15/2014,121.95
10/10/2012,62.73
11/27/2013,-22.7435
8/26/2012,5.88
4/20/2014,18.9
4/28/2014,26.01
12/9/2014,26.37
12/14/2012,-7.608
8/16/2012,15.8571
12/3/2013,114.54
11/17/2013,40.95
4/17/2011,202.284
12/28/2014,-54.588
12/14/2012,-21.57072
8/29/2012,-6.996
11/26/2014,13.95
5/22/2011,31.5
8/11/2013,12.24
4/11/2013,-68.376
6/13/2012,5.04
6/23/2014,238.44
11/14/2012,-44.84
10/10/2014,59.46
6/24/2013,86.55
10/21/2011,-170.208
11/18/2012,304.92
12/16/2012,93.6988
11/29/2012,24.36
1/18/2014,77.292
12/7/2014,19.13312
10/24/2011,180.45
1/3/2014,-54.528
10/20/2013,23.997
8/16/2011,98.105
8/5/2011,19.8
5/12/2013,14.46
5/17/2011,23.4
6/6/2014,42.06
3/29/2011,1.869
8/1/2011,73.8
6/17/2014,69.786
12/10/2012,68.3332
9/26/2013,37.2186
10/10/2013,39.72
8/8/2013,5.25
6/15/2013,-121.2
6/21/2012,4.74
7/9/2014,-193.05
12/8/2013,270.36
3/16/2013,-4.08
1/26/2011,-143.076
8/7/2014,118.74
12/15/2012,-60.744
1/27/2011,55.38
4/2/2014,-170.904
10/14/2013,137.16
2/18/2013,46.44
10/12/2014,-32.6646
8/12/2013,20.4
9/2/2014,87.78
10/7/2013,20.24
11/10/2014,-5.844
10/27/2014,7.02
7/26/2012,79.8795
4/3/2014,-325.875
10/22/2014,18.945
11/7/2013,36.6
10/14/2014,66.252
9/27/2013,18.99
3/21/2014,17.46
9/5/2011,135.882
8/12/2014,74.76
6/26/2011,43.92
7/6/2012,-82.224
12/21/2011,-119.16
1/5/2013,74.7
11/15/2014,-40.6035
1/3/2012,27.3528
9/26/2013,34.2
6/8/2013,65.4
9/19/2011,95.2
9/30/2014,14.24
1/21/2013,15.174
3/21/2014,-125.2755
10/29/2014,-58.3056
12/15/2014,24.9984
5/30/2014,62.532
5/7/2013,84.568
9/2/2012,-41.5818
11/20/2013,22.74
3/9/2013,219.4514
10/4/2013,71.3898
8/13/2013,20.28
12/7/2012,105.28
8/7/2014,-36.52
12/18/2013,12.72
12/29/2014,-31.836
7/16/2014,1.08
6/13/2011,62.43
11/3/2012,-32.5584
11/15/2013,35.16
4/2/2014,68.76
3/8/2014,13.26
9/1/2013,51.84
12/21/2013,-129.972
5/25/2014,-24.99
3/8/2013,3.132
1/20/2013,-3.744
11/8/2014,26.8744
11/6/2014,-177.984
11/27/2014,10.98
7/19/2013,13.44
1/24/2013,34.89416
9/19/2014,7.88
7/14/2012,47.4
4/23/2014,32.79
12/11/2012,7.02
4/24/2014,16.74
4/21/2014,165.42
3/30/2013,26.82
12/10/2011,68.13
12/11/2011,-413.088
1/1/2013,91.8
10/17/2014,11.7
5/17/2013,36.2178
11/25/2013,-70.464
11/29/2011,-37.9434
12/1/2011,32.88
11/19/2013,-579.9
12/7/2014,18.12
9/21/2013,36.1
2/26/2013,146.52
2/13/2014,164.7
1/25/2014,-93.08
4/3/2014,-125.91
2/14/2013,87.6
8/9/2012,16.7373
5/1/2014,3.006
7/28/2011,12.9888
1/30/2011,39.7488
11/16/2011,59.46
8/29/2013,120.3
10/14/2014,56.91
11/29/2012,32.4862
12/12/2012,27.63
6/23/2014,32.7285
5/9/2013,-28.3275
7/20/2014,15.42
11/4/2012,33.12
1/7/2012,65.88
6/10/2013,37.35
4/24/2011,-231.54
3/17/2013,-22.1382
11/6/2013,9.9882
11/20/2012,82.08
8/5/2014,157.84
12/28/2011,29.1
5/28/2012,56.475
8/24/2013,99.4896
1/19/2014,53.235
6/28/2012,-18.828
12/4/2013,49.288
3/21/2014,119.94984
12/3/2011,-372.6
3/11/2013,-643.728
10/19/2014,64.2138
6/23/2012,11.52
6/30/2013,89.64
10/20/2012,21.9
6/28/2014,79.5
10/26/2013,4.8392
8/9/2011,128.88
1/29/2011,10.14
12/31/2014,-153.4188
10/19/2013,71.19
6/22/2013,9.7164
6/2/2014,43.38
11/10/2012,29.88
10/20/2013,-74.415
6/22/2013,26.9024
1/9/2014,24.03
6/16/2014,42.6
9/17/2014,53.04
11/20/2014,16.59
8/21/2011,8.274
11/17/2014,-35.238
4/24/2013,47.94
9/18/2011,53.07
10/20/2014,70.812
12/7/2011,64.7568
6/30/2013,-278.376
11/23/2013,12.06
9/28/2014,-419.652
10/2/2014,14.18616
1/1/2013,2.976
12/20/2014,3.3
6/4/2011,16
11/14/2014,18.56
5/16/2012,1.65
11/16/2013,15.66
11/30/2014,10.86
6/21/2013,-4.068
5/7/2011,78.363
10/20/2011,-14.46
6/6/2014,28.41
9/28/2013,20.46
9/26/2014,61.3824
8/17/2013,51.8
3/1/2011,76.5
9/8/2013,-28.416
11/3/2012,38.751
7/15/2013,17.352
1/8/2014,41.35404
11/14/2012,-44.076
5/6/2013,-23.949
6/10/2013,-120.513
3/17/2014,-546.732
4/20/2012,-17.36
11/22/2011,4.536
4/17/2011,-18.147
12/10/2011,-120.372
7/26/2012,203.58
12/2/2013,48.87
9/25/2013,129.12
4/5/2014,-36.2352
7/22/2013,4.168
8/11/2014,30.72
10/27/2013,37.176
7/30/2012,35.84
9/6/2014,8.28
7/29/2014,25.02
3/28/2013,-17.9964
11/26/2014,-8.7232
3/11/2014,140.5957
8/19/2013,-56.3108
12/9/2011,0
11/22/2013,22
4/10/2014,73.9
11/24/2011,44.73
8/26/2011,40.5
6/22/2013,45.48
8/26/2014,62.37
3/14/2014,59.998
8/29/2011,40.77
3/23/2014,10.9494
7/3/2014,0
12/15/2012,31.44
7/11/2013,360.36
10/9/2014,48.1128
10/19/2014,156.87
2/7/2013,11.0925
8/4/2012,17.04
5/26/2013,17.88
11/5/2012,106.477
12/1/2013,54.243
12/13/2014,38.988
3/23/2011,-1811.0784
11/6/2014,100.68
6/8/2013,89.28
6/24/2011,-52.38
12/5/2012,60.15
9/17/2014,124.2
8/26/2014,-117.36
12/20/2013,69.45
11/9/2011,22.62
10/5/2014,-24.615
12/16/2013,2.61
3/12/2014,171.72
11/18/2012,0
10/4/2014,18.04752
9/22/2014,14.448
11/8/2013,51.2
5/16/2014,42.48
4/4/2014,1.44
2/10/2014,82.98
8/13/2011,56.64
7/23/2014,-23.664
4/6/2013,5.52
10/18/2013,23.136
11/21/2013,27.72
12/16/2014,93.141
10/19/2013,5.85
10/22/2012,0
1/3/2013,35.985
3/4/2014,91.44
12/22/2012,15.84
11/15/2013,29.302
6/3/2013,25.06
4/14/2012,144.3546
7/4/2013,38.725
4/17/2014,33.9
9/6/2014,-118.788
9/18/2013,-28.5138
7/7/2012,70.6875
11/6/2014,181.8
9/16/2013,-182.208
12/27/2011,31.23
6/21/2012,6.72
8/16/2014,6.96
6/29/2013,140.4
7/26/2013,126.225
11/6/2011,-75.816
11/17/2012,11.1
11/5/2014,-124.59
7/17/2014,-67.17
7/30/2014,30.312
8/28/2013,90.18
3/7/2012,34.08
1/3/2013,26.3685
1/2/2013,23.82
12/19/2012,21
6/24/2014,10.98
9/14/2012,114.933
2/11/2014,14.04
4/8/2013,7.08
12/1/2013,36.5
6/9/2014,50.34
10/29/2012,130.56
7/5/2014,26.598
9/19/2012,-117.924
8/9/2011,49.98
11/30/2013,97.92
5/21/2013,109.53
6/9/2011,60.138
1/30/2012,126.18
3/22/2013,65.88
10/26/2013,-21.708
5/10/2013,-73.1106
9/18/2013,95.739
11/14/2012,4.891
11/20/2013,76.44
10/20/2013,27.378
1/13/2014,-8.175
4/25/2014,34.146
1/6/2011,3.12
3/16/2011,5.83112
10/9/2012,136.44
6/16/2012,130.62
4/25/2014,19.5
6/7/2012,39.8
12/3/2012,46.9278
8/5/2013,64.62
2/6/2013,91.88664
2/19/2013,101.64
12/6/2014,116.0688
11/30/2014,73.614
5/11/2013,64.44
11/13/2014,9.9652
11/26/2011,131.91
11/20/2013,71.4
1/4/2013,16.2
10/31/2012,50.48
6/30/2014,121.65
6/11/2013,98.88
11/6/2014,101.64
5/17/2011,-311.256
1/24/2014,72.54
11/4/2011,52.02
12/18/2011,149.76
9/13/2014,50.94
11/20/2011,10.9584
1/3/2012,35.9964
11/13/2013,40.68
2/14/2011,26.55
11/17/2012,124.35
11/26/2012,-473.256
6/7/2011,-357.075
9/5/2012,29.79
9/24/2014,0
10/20/2011,50.94
9/4/2012,22.14
12/23/2014,64.8
6/17/2014,-761.082
10/2/2014,-29.4368
8/1/2012,-14.28
4/17/2014,44.34
1/4/2015,84.06
9/29/2013,51.984
8/27/2013,-36.48
9/30/2014,-240.784
11/13/2014,0
10/4/2011,-95.988
4/8/2011,1150.2
12/12/2013,-246.888
12/5/2012,14.16
1/16/2014,69.48
2/1/2014,-3.978
12/19/2011,38.934
5/25/2013,70.72496
9/28/2013,81
12/7/2012,13.0092
10/5/2013,19.4194
12/16/2014,152.67
4/14/2013,2.6
3/13/2013,-34.004
3/10/2014,-77.28
2/16/2014,-5.7645
6/28/2014,25.2
12/27/2014,-151.2172
11/9/2012,12.36
12/7/2011,105.75
4/1/2012,88.056
10/24/2013,21.819
6/29/2014,80.1
12/28/2014,100.44
11/21/2013,69.9345
1/4/2014,86.04
11/15/2011,-121.776
1/21/2014,39.32
9/23/2014,114.9385
5/5/2014,-8.2764
9/16/2013,169.2
1/21/2011,31.32
1/4/2012,123.9
5/23/2014,1.02
2/26/2013,55.745
9/6/2014,-58.716
12/26/2011,58.56
10/17/2011,-3.075
11/29/2014,94.71
10/4/2014,9.24
1/14/2014,35.64
11/11/2012,-49.29
5/25/2012,63.09
8/12/2014,251.28
8/19/2013,57.48
1/30/2014,89.9548
6/9/2012,76.68
9/11/2012,-132.408
6/30/2012,69.1008
11/5/2013,6.9795
6/27/2014,32.6332
8/31/2013,41.0388
1/11/2011,71.46
8/26/2013,18.36
8/5/2011,63.24
7/7/2013,151.59
10/11/2014,24.82
9/21/2012,140.91
12/1/2013,-120.0508
9/8/2013,-169.719
9/10/2012,-5.472
2/20/2014,-157.902
12/31/2013,18.504
4/5/2014,-53.8548
12/10/2012,98.28
8/9/2012,23.868
10/12/2013,224.91
10/16/2013,-53.28
6/7/2014,-37.665
8/18/2012,101.34
11/25/2013,-165.368
5/3/2013,18.1
8/31/2011,24
1/23/2012,-105.048
2/7/2014,-75.054
10/2/2013,46.02
3/2/2014,56.88
11/18/2014,-45.7875
11/28/2013,84.96
6/17/2013,58.68
8/8/2011,38.88
6/8/2011,12.42
1/14/2013,67.84
2/9/2013,79.08
9/7/2013,41.0216
1/1/2015,-135.708
12/14/2013,41.46
8/7/2011,60.6
8/31/2013,74.52
4/29/2012,-55.256
7/4/2012,-25.92
11/24/2014,48.632
9/19/2012,-180.396
5/20/2013,55.26
4/13/2013,-313.98
4/15/2012,33.04
3/12/2014,44.22
3/3/2014,26.16
10/8/2014,156.45
7/28/2014,39.468
11/2/2011,8.2782
6/14/2014,-19.14
2/7/2011,23.256
7/12/2011,137.76
8/22/2014,4.41
11/2/2012,40.92
4/1/2013,0.8792
11/5/2013,12.31016
3/1/2014,41.682
12/13/2011,70.0336
9/7/2011,53.07
2/19/2011,43.371
7/13/2014,-238.47
8/2/2014,437.5455
2/21/2013,-112.182
6/10/2012,-258.18
6/5/2011,69.723
8/19/2014,47.6604
11/12/2012,0
8/20/2013,56.1
6/12/2014,60.2553
6/12/2012,31.198
11/22/2014,57.24
2/18/2014,110.4
10/1/2012,81.351
4/10/2013,321.9
2/27/2014,-74.85
6/30/2014,19.35
8/23/2014,77.714
10/1/2011,47.34
12/5/2012,17.55
8/7/2012,-79.68
9/2/2013,36.024
1/6/2012,-17.1258
9/22/2014,32.3351
7/6/2012,28.17
5/29/2014,-118.545
6/30/2014,40.416
3/26/2014,7.1864
12/13/2012,68.9234
9/7/2011,39.6
6/6/2012,51.3135
12/20/2013,94.311
4/15/2014,10.35
5/23/2013,53.28
2/7/2013,60.64
6/30/2013,19.96
3/18/2013,-20.752
11/24/2014,133.893
6/19/2014,107.9892
7/5/2013,12.96
12/6/2013,97.32
5/16/2014,73.02
11/20/2014,96.48
7/1/2014,107.46
5/9/2013,86.25
12/26/2014,61.26
6/9/2012,46.98
7/8/2012,-3.76
2/3/2012,25.2
12/19/2014,76.41
1/18/2011,13.4703
12/22/2011,19.9974
11/27/2013,64.26
8/5/2012,30.43616
4/27/2012,20.16
5/18/2012,5.76
8/28/2014,50.07
11/2/2013,22.6782
11/3/2014,30.12
8/4/2014,133.9713
12/14/2011,53.34
6/18/2014,98.67
8/25/2014,124.1
8/25/2012,13.8
6/15/2012,26.847
11/6/2014,9
11/22/2014,0
3/7/2012,13.8
2/14/2014,143.97
11/22/2014,241.515
8/25/2014,-79.29
9/12/2011,3.48
3/22/2014,64.956
11/26/2011,100.71
9/30/2013,42.28
7/26/2014,178.54272
10/21/2013,30.06
12/9/2012,95.382
12/5/2012,32.793
6/4/2013,60.84
3/29/2014,9
5/6/2013,35.16
6/8/2011,31.149
8/3/2013,124.47
4/17/2014,64.26
2/1/2013,102.24
4/29/2014,49.08
3/1/2013,395.94
2/3/2012,14.72
3/12/2013,79.695
10/1/2014,0
7/9/2012,27.27
6/18/2012,151.0314
3/21/2014,55.44
9/24/2014,123.291
11/29/2012,23.5116
11/13/2012,41.0388
12/14/2012,5.124
6/29/2014,5.52
11/11/2013,-27.468
12/22/2013,32.34
11/17/2013,69.06
7/22/2012,99.63
2/3/2011,-16.65
10/27/2012,27.0882
11/19/2012,20.1558
3/25/2014,38.08
4/2/2011,96.36
10/21/2014,-36.78
11/12/2012,123.66
11/8/2011,144.96
11/5/2014,91.056
4/7/2014,-34.82448
12/27/2014,218.865
4/23/2014,-404.34
11/10/2013,71.2692
9/22/2013,1.4
8/12/2011,70.218
9/26/2012,5.7
6/7/2013,20.79
11/28/2012,18.18
5/29/2011,68.34
8/21/2013,55.008
4/5/2014,-30.3645
2/11/2014,9.891
9/8/2012,89.307
12/16/2014,34.02
8/18/2013,84.12
11/21/2012,-1144.116
11/24/2014,102.276
5/4/2014,16.47
11/23/2012,-59.304
8/22/2014,21
4/17/2012,6.576
3/1/2012,79.6635
3/6/2014,137.43
12/13/2013,24.219
9/24/2013,-15.825
2/28/2013,21
8/12/2013,85.44
8/14/2013,52.446
11/18/2014,112.224
12/16/2012,-72.48
11/23/2014,-15.048
10/4/2013,-225.0976
10/27/2013,32.994
8/18/2013,33.18
11/13/2014,-271.494
5/17/2012,-2.028
4/8/2011,64.32
5/2/2013,14.25
1/17/2014,19.875
7/6/2012,48.9942
2/5/2012,55.68
7/9/2012,13.14
9/29/2014,47.01
6/3/2013,107.73
8/4/2012,-17.68
7/2/2014,15.45
10/29/2014,12
11/29/2012,-33.525
9/23/2013,180.7659
12/20/2011,129.003
12/29/2014,48.588
11/16/2011,164.94
11/2/2013,55.44092
12/16/2014,102.48
10/30/2014,64.8
10/10/2011,12.45
8/21/2011,122.3856
1/27/2014,114.54
10/2/2014,19.2
6/25/2012,47.46
8/28/2011,-190.14
12/16/2012,9.84
11/10/2014,41.04
8/8/2012,126.756
11/30/2013,45.84
3/6/2014,77.04
12/14/2014,56.24
10/11/2014,-48.888
11/29/2014,181.62
8/22/2011,-10.944
5/6/2014,9.72
4/27/2013,151.74
12/13/2014,-59.44
1/12/2013,57.69
7/14/2013,-275.634
4/12/2013,56.4
9/12/2014,19.8
3/19/2014,58.06
8/14/2014,26.28
11/4/2011,-9.147
12/28/2014,17.76
6/19/2013,44.976
4/3/2013,-36.9544
8/16/2012,15.0156
9/23/2014,107.73
9/15/2011,39.06
4/1/2013,34.2
6/17/2011,137.34
6/7/2013,35.6636
4/7/2014,228.6
9/23/2013,-168.86
8/24/2013,-56.68
12/29/2014,48.3136
12/29/2014,60.5488
12/22/2011,-20.4
3/19/2013,-4.845
10/20/2013,9.912
9/22/2014,142.8
12/29/2014,22.68
11/15/2014,16.905
12/22/2014,148.7
1/12/2012,18.54
5/20/2013,46.71
3/17/2014,-14.628
4/29/2013,69.48
12/3/2014,73.386
12/10/2014,-28.7964
11/10/2013,71.76
12/7/2013,-139.692
6/23/2014,9.36
5/13/2013,-29.07
10/1/2013,66.3264
4/17/2014,10.68
8/29/2014,14.868
5/17/2011,44.1
10/27/2013,106.68
9/10/2012,92.04
11/24/2014,41.346
10/16/2014,-25.224
11/21/2012,6.098
8/28/2013,34.05
7/22/2012,143.97
11/8/2011,57.2
9/5/2012,557.64
9/19/2011,149.382
12/26/2013,108.048
9/26/2012,128.97
5/17/2013,19.92
6/9/2012,30.687
11/11/2013,26.2416
12/24/2012,8.556
10/18/2013,47.25
8/22/2014,91.8
3/9/2012,37.845
11/22/2014,54.3332
11/23/2012,8.79
10/11/2011,-425.184
12/8/2013,5.22
6/15/2013,46.134
9/28/2012,43.2
10/5/2012,-83.691
11/16/2014,14.172
9/5/2012,60.5528
9/9/2014,85.491
7/13/2013,113.64
10/6/2013,135.72
7/31/2012,14.16
4/27/2013,1.584
10/7/2012,-14.55
11/13/2014,30.499
6/23/2012,27.12
9/1/2013,47.4
6/6/2012,46.95
7/23/2014,-102.61956
6/15/2014,235.04
12/8/2013,0.804
10/19/2013,18.56
2/1/2014,-62.64
1/20/2013,51.9
2/5/2014,55.59
5/24/2014,98.2722
11/23/2013,15.9384
4/22/2014,-24.4764
5/14/2012,-3.876
3/29/2013,51.579
12/18/2013,26.16
7/21/2012,8.1
5/24/2014,-37.168
11/18/2011,-61.1298
8/12/2012,-264.744
4/25/2014,25.89
11/30/2014,20.352
9/1/2014,104.3
10/12/2014,8.856
6/9/2013,-61.569
11/29/2014,39.69708
7/9/2014,-62.712
8/8/2011,51.12
5/13/2014,25.41
5/15/2014,0
7/28/2012,-132.3
8/12/2014,0
9/28/2012,-53.529
4/30/2013,36.12
5/5/2012,-49.44
9/1/2012,456.24
6/7/2012,-257.4
9/27/2014,32.76
3/7/2014,29.128
2/9/2011,20.79
12/20/2011,89.892
9/6/2014,36.16
12/23/2014,39.66
11/29/2014,-21.444
4/10/2013,26.34
5/26/2011,27
9/15/2014,114.75
6/24/2012,-89.028
12/14/2013,45.52
8/7/2012,-141.3
11/15/2011,15.0735
3/27/2013,53.34
5/19/2012,-24.324
3/29/2012,30.9
3/7/2013,12.96
1/14/2012,58.86
5/30/2012,41.76
9/13/2011,41.46
10/20/2013,46.02
11/22/2014,40.98
9/5/2012,63.21
2/15/2014,12.3
3/4/2012,14.28
12/10/2011,-25.656
9/26/2012,147.24384
7/24/2011,7.9984
10/29/2013,-3.344
9/13/2013,-36.608
2/22/2014,10.4985
7/22/2011,50.328
12/9/2014,3.24
9/27/2013,2.7
3/6/2014,19.8
12/16/2012,34.8928
7/7/2014,-103.9882
6/25/2011,2.52
7/14/2013,88.2
7/15/2011,103.6
11/13/2011,55.68
7/22/2011,30.2778
5/14/2013,50.76
1/8/2013,5.83112
9/24/2013,-35.28
6/10/2014,-131.6007
2/13/2012,82.3368
11/14/2014,112.422
8/5/2011,65.898
8/27/2012,66.468
12/31/2014,54.504
11/20/2014,106.89
6/27/2011,58.671
6/16/2011,25.92
6/22/2011,43.65
8/8/2012,74.949
10/12/2014,-191.565
12/3/2014,51.03
6/26/2013,59.43
1/15/2014,110.34
9/17/2011,70.56
5/7/2014,41.28
5/17/2011,65.9826
12/23/2014,10.7322
5/24/2012,29.5695
1/18/2012,62.4
11/14/2014,19.32
3/7/2013,28.698
